Gene.ID	Chrom	Gene.Name	Biotype	SRR3133925_nodiff_rep1	SRR3133926_nodiff_rep2	SRR3133927_nodiff_rep3	SRR3133928_diff_rep1	SRR3133929_diff_rep2	SRR3133930_diff_rep3
ENSG00000066739	14	ATG2B	protein_coding	1702	1599	1464	806	1179	1050
ENSG00000100744	14	GSKIP	protein_coding	1130	1044	1047	1141	1064	990
ENSG00000140057	14	AK7	protein_coding	272	280	217	519	447	418
ENSG00000090060	14	PAPOLA	protein_coding	4377	4064	3993	3068	4281	3993
ENSG00000100749	14	VRK1	protein_coding	490	458	533	168	333	267
ENSG00000176605	14	C14orf177	protein_coding	0	0	0	0	0	0
ENSG00000127152	14	BCL11B	protein_coding	0	0	0	0	0	1
ENSG00000183576	14	SETD3	protein_coding	1378	1234	1189	1171	1458	1329
ENSG00000090061	14	CCNK	protein_coding	302	330	326	223	382	317
ENSG00000205476	14	CCDC85C	protein_coding	1637	1590	1337	592	1077	1043
ENSG00000182218	14	HHIPL1	protein_coding	110	93	77	171	225	210
ENSG00000036530	14	CYP46A1	protein_coding	11	8	1	35	24	19
ENSG00000066629	14	EML1	protein_coding	1107	1156	1068	690	952	893
ENSG00000196405	14	EVL	protein_coding	2848	2754	2156	2012	2843	2747
ENSG00000168350	14	DEGS2	protein_coding	17	17	13	8	9	11
ENSG00000100811	14	YY1	protein_coding	3404	3331	3030	2107	2911	2672
ENSG00000197119	14	SLC25A29	protein_coding	4297	4271	3389	3912	5627	5357
ENSG00000140107	14	SLC25A47	protein_coding	0	0	0	0	4	1
ENSG00000140105	14	WARS	protein_coding	3039	2782	2624	2156	3084	3151
ENSG00000176473	14	WDR25	protein_coding	379	391	299	405	465	523
ENSG00000183092	14	BEGAIN	protein_coding	9615	10200	7577	2906	5487	6610
ENSG00000185559	14	DLK1	protein_coding	4816	5122	3611	6887	24161	36723
ENSG00000254656	14	RTL1	protein_coding	26858	29120	24935	4270	19551	24529
ENSG00000197406	14	DIO3	protein_coding	5	3	1	10	63	66
ENSG00000078304	14	PPP2R5C	protein_coding	5099	4636	4523	6693	6161	6102
ENSG00000197102	14	DYNC1H1	protein_coding	22432	21548	19924	18644	28680	27200
ENSG00000080824	14	HSP90AA1	protein_coding	45330	41596	44855	24412	41048	41212
ENSG00000140153	14	WDR20	protein_coding	1146	1096	1050	597	826	871
ENSG00000080823	14	MOK	protein_coding	214	226	212	218	230	237
ENSG00000022976	14	ZNF839	protein_coding	357	317	293	271	304	336
ENSG00000100865	14	CINP	protein_coding	709	652	604	514	711	640
ENSG00000196663	14	TECPR2	protein_coding	1051	1020	894	1341	1593	1453
ENSG00000156381	14	ANKRD9	protein_coding	1024	915	801	1303	1500	1238
ENSG00000089902	14	RCOR1	protein_coding	1098	1044	969	888	1211	1163
ENSG00000131323	14	TRAF3	protein_coding	1655	1602	1383	836	1180	1023
ENSG00000166126	14	AMN	protein_coding	7	9	8	6	8	8
ENSG00000198752	14	CDC42BPB	protein_coding	3909	3899	3241	3676	5094	4580
ENSG00000283071	14	LBHD2	protein_coding	5	6	3	0	1	1
ENSG00000205436	14	EXOC3L4	protein_coding	151	119	85	4	1	3
ENSG00000185215	14	TNFAIP2	protein_coding	725	678	539	416	369	276
ENSG00000100664	14	EIF5	protein_coding	4715	4439	4248	2919	3490	3167
ENSG00000075413	14	MARK3	protein_coding	2430	2376	2085	1722	2384	2372
ENSG00000166165	14	CKB	protein_coding	12851	12476	9468	10008	11079	9788
ENSG00000166166	14	TRMT61A	protein_coding	688	693	512	417	457	434
ENSG00000166170	14	BAG5	protein_coding	1165	1117	1013	906	1265	1167
ENSG00000126214	14	KLC1	protein_coding	1841	1845	1459	1560	2189	2190
ENSG00000256053	14	APOPT1	protein_coding	283	275	227	354	381	354
ENSG00000256500	14	AL139300.1	protein_coding	1	0	0	0	2	0
ENSG00000126215	14	XRCC3	protein_coding	513	471	387	400	465	428
ENSG00000100711	14	ZFYVE21	protein_coding	577	568	497	638	653	654
ENSG00000088808	14	PPP1R13B	protein_coding	2011	1935	1534	1345	1740	1560
ENSG00000156411	14	ATP5MPL	protein_coding	1529	1214	1386	1124	1331	1253
ENSG00000156414	14	TDRD9	protein_coding	3	5	5	4	3	3
ENSG00000227729	14	RD3L	protein_coding	0	0	0	0	0	0
ENSG00000166183	14	ASPG	protein_coding	1	1	4	2	5	5
ENSG00000066735	14	KIF26A	protein_coding	7511	7412	5441	4746	5798	4909
ENSG00000258986	14	TMEM179	protein_coding	1757	1813	1502	386	753	634
ENSG00000184601	14	C14orf180	protein_coding	102	81	51	70	56	30
ENSG00000203485	14	INF2	protein_coding	1382	1318	959	1090	1525	1405
ENSG00000185100	14	ADSSL1	protein_coding	358	306	266	762	709	574
ENSG00000184990	14	SIVA1	protein_coding	967	966	819	585	808	661
ENSG00000142208	14	AKT1	protein_coding	5910	5797	4597	4268	5118	4684
ENSG00000179627	14	AL590327.1	protein_coding	195	201	141	168	189	187
ENSG00000099814	14	CEP170B	protein_coding	1528	1589	988	1180	1331	1208
ENSG00000166428	14	PLD4	protein_coding	5	8	3	2	7	1
ENSG00000185567	14	AHNAK2	protein_coding	1297	1055	759	1503	2016	1685
ENSG00000140104	14	CLBA1	protein_coding	541	542	431	657	649	568
ENSG00000170779	14	CDCA4	protein_coding	945	950	775	406	715	574
ENSG00000183484	14	GPR132	protein_coding	2	4	0	2	1	1
ENSG00000184916	14	JAG2	protein_coding	290	283	184	259	376	352
ENSG00000183828	14	NUDT14	protein_coding	346	286	235	219	236	294
ENSG00000185024	14	BRF1	protein_coding	1490	1491	1226	900	1241	1208
ENSG00000184887	14	BTBD6	protein_coding	541	557	402	352	321	347
ENSG00000179364	14	PACS2	protein_coding	2843	2875	2298	2598	3395	3245
ENSG00000226174	14	TEX22	protein_coding	44	50	37	35	21	18
ENSG00000182979	14	MTA1	protein_coding	4409	4510	3484	2983	4309	4181
ENSG00000182809	14	CRIP2	protein_coding	4212	4074	3089	4686	6018	5824
ENSG00000213145	14	CRIP1	protein_coding	23	22	21	27	43	39
ENSG00000257341	14	AL928654.3	protein_coding	0	2	0	1	0	0
ENSG00000185347	14	TEDC1	protein_coding	881	803	650	248	392	347
ENSG00000184986	14	TMEM121	protein_coding	161	156	104	131	160	130
ENSG00000277322	15	GOLGA6L6	protein_coding	0	0	0	0	0	0
ENSG00000230031	15	POTEB2	protein_coding	0	0	0	0	0	0
ENSG00000278522	15	POTEB3	protein_coding	0	0	0	0	0	0
ENSG00000280709	15	LINC02203	protein_coding	0	0	0	0	0	0
ENSG00000182974	15	AC135068.1	protein_coding	0	0	0	0	0	0
ENSG00000279408	15	AC135068.3	protein_coding	0	0	0	0	0	0
ENSG00000233917	15	POTEB	protein_coding	0	0	0	0	0	0
ENSG00000285472	15	AC134980.3	protein_coding	0	0	0	0	0	0
ENSG00000274102	15	OR4M2	protein_coding	0	0	0	0	0	0
ENSG00000183706	15	OR4N4	protein_coding	0	0	0	0	0	0
ENSG00000277865	15	GOLGA6L22	protein_coding	0	0	0	0	0	0
ENSG00000170113	15	NIPA1	protein_coding	2221	1957	1924	1214	1996	2032
ENSG00000140157	15	NIPA2	protein_coding	1683	1543	1502	1157	1661	1696
ENSG00000273749	15	CYFIP1	protein_coding	4205	3966	3460	3745	4449	4082
ENSG00000275835	15	TUBGCP5	protein_coding	670	620	572	487	560	644
ENSG00000273976	15	GOLGA6L1	protein_coding	0	0	0	0	0	0
ENSG00000261739	15	GOLGA8S	protein_coding	0	1	0	2	1	3
ENSG00000174450	15	GOLGA6L2	protein_coding	0	0	0	0	0	0
ENSG00000179455	15	MKRN3	protein_coding	167	188	148	103	146	149
ENSG00000254585	15	MAGEL2	protein_coding	0	0	0	4	1	3
ENSG00000182636	15	NDN	protein_coding	8	4	6	184	130	73
ENSG00000185823	15	NPAP1	protein_coding	0	0	0	0	0	1
ENSG00000128739	15	SNRPN	protein_coding	635	668	596	572	677	686
ENSG00000273173	15	SNURF	protein_coding	20	13	25	9	24	19
ENSG00000214265	15	AC124312.1	protein_coding	0	0	0	0	0	0
ENSG00000114062	15	UBE3A	protein_coding	2349	2167	2109	1675	2437	2293
ENSG00000206190	15	ATP10A	protein_coding	3	2	1	0	0	0
ENSG00000166206	15	GABRB3	protein_coding	2676	2459	2355	163	348	303
ENSG00000186297	15	GABRA5	protein_coding	3	7	6	0	4	2
ENSG00000182256	15	GABRG3	protein_coding	54	57	56	43	68	33
ENSG00000104044	15	OCA2	protein_coding	172	153	144	113	269	218
ENSG00000128731	15	HERC2	protein_coding	5008	4789	3989	2281	3602	3298
ENSG00000153684	15	GOLGA8F	protein_coding	0	0	0	0	0	0
ENSG00000183629	15	GOLGA8G	protein_coding	0	1	0	0	0	0
ENSG00000188626	15	GOLGA8M	protein_coding	2	6	8	10	20	19
ENSG00000261649	15	GOLGA6L7	protein_coding	23	33	37	11	27	25
ENSG00000034053	15	APBA2	protein_coding	3439	3449	2821	1821	2999	2753
ENSG00000104059	15	FAM189A1	protein_coding	16	16	10	15	40	40
ENSG00000185115	15	NSMCE3	protein_coding	536	486	428	510	574	509
ENSG00000104067	15	TJP1	protein_coding	1940	1804	1735	2323	2886	2713
ENSG00000179938	15	GOLGA8J	protein_coding	1	1	1	0	1	0
ENSG00000261247	15	GOLGA8T	protein_coding	5	5	4	11	15	19
ENSG00000166664	15	CHRFAM7A	protein_coding	125	127	130	149	232	215
ENSG00000186399	15	GOLGA8R	protein_coding	25	17	14	18	24	34
ENSG00000178115	15	GOLGA8Q	protein_coding	2	0	2	6	10	6
ENSG00000261794	15	GOLGA8H	protein_coding	55	50	57	55	85	83
ENSG00000285077	15	AC091057.6	protein_coding	50	52	37	22	29	20
ENSG00000284906	15	ARHGAP11B	protein_coding	3	6	4	2	1	0
ENSG00000198690	15	FAN1	protein_coding	837	773	709	459	716	675
ENSG00000166912	15	MTMR10	protein_coding	360	322	344	320	405	408
ENSG00000134160	15	TRPM1	protein_coding	0	0	0	0	0	0
ENSG00000169926	15	KLF13	protein_coding	4366	4233	3504	5186	7613	7547
ENSG00000169918	15	OTUD7A	protein_coding	336	332	290	127	327	287
ENSG00000175344	15	CHRNA7	protein_coding	480	482	433	552	897	751
ENSG00000249931	15	GOLGA8K	protein_coding	5	8	5	5	9	7
ENSG00000206127	15	GOLGA8O	protein_coding	9	5	1	6	4	15
ENSG00000232653	15	GOLGA8N	protein_coding	40	25	37	53	70	81
ENSG00000198826	15	ARHGAP11A	protein_coding	2295	2164	2180	416	1084	917
ENSG00000166922	15	SCG5	protein_coding	845	806	795	2439	1265	1249
ENSG00000166923	15	GREM1	protein_coding	178	114	97	13	6	4
ENSG00000248905	15	FMN1	protein_coding	268	227	188	921	599	321
ENSG00000198838	15	RYR3	protein_coding	130	135	104	336	259	215
ENSG00000169857	15	AVEN	protein_coding	301	306	259	180	260	212
ENSG00000184984	15	CHRM5	protein_coding	38	31	30	16	13	16
ENSG00000134153	15	EMC7	protein_coding	995	914	855	1516	997	994
ENSG00000182405	15	PGBD4	protein_coding	192	191	184	102	184	180
ENSG00000134152	15	KATNBL1	protein_coding	691	617	599	629	902	917
ENSG00000128463	15	EMC4	protein_coding	2135	1893	1709	1887	1976	1991
ENSG00000140199	15	SLC12A6	protein_coding	954	967	865	746	980	860
ENSG00000182117	15	NOP10	protein_coding	1695	1521	1521	1454	1716	1784
ENSG00000184507	15	NUTM1	protein_coding	3	1	1	0	1	3
ENSG00000176454	15	LPCAT4	protein_coding	1202	1146	903	898	1123	1004
ENSG00000175265	15	GOLGA8A	protein_coding	1842	1921	1443	1091	1569	1557
ENSG00000215252	15	GOLGA8B	protein_coding	1437	1381	1226	1984	2014	2272
ENSG00000159248	15	GJD2	protein_coding	1	3	2	1	11	6
ENSG00000159251	15	ACTC1	protein_coding	1	0	0	1	0	0
ENSG00000021776	15	AQR	protein_coding	1640	1616	1532	1125	1758	1564
ENSG00000198146	15	ZNF770	protein_coding	952	849	954	426	719	686
ENSG00000255192	15	NANOGP8	protein_coding	0	1	2	6	2	1
ENSG00000134146	15	DPH6	protein_coding	221	182	160	145	164	195
ENSG00000186073	15	C15orf41	protein_coding	292	260	241	370	392	366
ENSG00000134138	15	MEIS2	protein_coding	7459	7269	6830	11914	12013	11542
ENSG00000166069	15	TMCO5A	protein_coding	0	0	0	0	0	0
ENSG00000166068	15	SPRED1	protein_coding	1004	886	889	1186	1359	1255
ENSG00000171262	15	FAM98B	protein_coding	1460	1233	1289	838	1188	1015
ENSG00000172575	15	RASGRP1	protein_coding	44	44	38	15	50	40
ENSG00000175779	15	C15orf53	protein_coding	0	1	0	1	2	0
ENSG00000137801	15	THBS1	protein_coding	9	9	6	12	17	19
ENSG00000150667	15	FSIP1	protein_coding	28	28	23	27	40	42
ENSG00000166073	15	GPR176	protein_coding	629	598	564	610	1035	881
ENSG00000128829	15	EIF2AK4	protein_coding	1686	1588	1563	1854	2231	2141
ENSG00000140319	15	SRP14	protein_coding	6411	5620	5422	6144	6321	6193
ENSG00000104081	15	BMF	protein_coding	398	334	317	378	507	385
ENSG00000156970	15	BUB1B	protein_coding	2469	2204	2303	387	1003	883
ENSG00000259288	15	BUB1B-PAK6	protein_coding	0	0	0	0	0	1
ENSG00000137843	15	PAK6	protein_coding	28	27	26	32	30	47
ENSG00000137841	15	PLCB2	protein_coding	102	83	73	143	155	188
ENSG00000230778	15	ANKRD63	protein_coding	2	8	5	13	9	12
ENSG00000259330	15	INAFM2	protein_coding	667	613	546	593	452	426
ENSG00000188549	15	CCDC9B	protein_coding	732	704	592	766	760	722
ENSG00000233041	15	PHGR1	protein_coding	0	0	1	0	1	0
ENSG00000140323	15	DISP2	protein_coding	966	900	760	247	554	608
ENSG00000128944	15	KNSTRN	protein_coding	1634	1561	1521	528	917	876
ENSG00000128928	15	IVD	protein_coding	1657	1578	1387	1300	1560	1479
ENSG00000140320	15	BAHD1	protein_coding	1246	1227	1012	932	1197	1046
ENSG00000169105	15	CHST14	protein_coding	1200	1182	1051	2107	1535	1495
ENSG00000128891	15	CCDC32	protein_coding	316	301	258	244	295	293
ENSG00000166133	15	RPUSD2	protein_coding	345	353	283	305	346	313
ENSG00000137812	15	KNL1	protein_coding	1407	1208	1381	231	612	506
ENSG00000051180	15	RAD51	protein_coding	683	709	669	222	410	403
ENSG00000137824	15	RMDN3	protein_coding	739	679	583	662	633	587
ENSG00000137880	15	GCHFR	protein_coding	11	12	7	13	14	14
ENSG00000104129	15	DNAJC17	protein_coding	372	373	321	261	318	307
ENSG00000188277	15	C15orf62	protein_coding	105	97	67	64	104	81
ENSG00000166140	15	ZFYVE19	protein_coding	673	631	533	483	474	531
ENSG00000166143	15	PPP1R14D	protein_coding	0	1	0	3	4	1
ENSG00000166145	15	SPINT1	protein_coding	119	117	76	189	136	109
ENSG00000104140	15	RHOV	protein_coding	36	36	33	25	32	47
ENSG00000104142	15	VPS18	protein_coding	971	963	849	931	1121	935
ENSG00000128917	15	DLL4	protein_coding	7	5	6	3	7	9
ENSG00000128965	15	CHAC1	protein_coding	90	90	103	137	225	240
ENSG00000128908	15	INO80	protein_coding	1029	974	876	692	828	854
ENSG00000178997	15	EXD1	protein_coding	1	3	4	2	4	1
ENSG00000187446	15	CHP1	protein_coding	2037	1909	1705	1879	2247	2248
ENSG00000285920	15	AC087721.2	protein_coding	0	0	0	0	0	0
ENSG00000104147	15	OIP5	protein_coding	239	211	174	59	115	98
ENSG00000137804	15	NUSAP1	protein_coding	607	588	600	168	410	345
ENSG00000137806	15	NDUFAF1	protein_coding	426	371	402	408	479	475
ENSG00000137815	15	RTF1	protein_coding	2544	2427	2282	1639	2254	2184
ENSG00000137825	15	ITPKA	protein_coding	377	308	268	220	196	172
ENSG00000062524	15	LTK	protein_coding	1113	940	568	1271	1380	1427
ENSG00000103932	15	RPAP1	protein_coding	2879	2618	1992	1424	2074	1848
ENSG00000092445	15	TYRO3	protein_coding	1974	1744	1366	807	1031	968
ENSG00000174197	15	MGA	protein_coding	2495	2193	2216	1102	1971	2028
ENSG00000137802	15	MAPKBP1	protein_coding	1237	1233	987	882	1309	1263
ENSG00000243789	15	JMJD7	protein_coding	7	15	9	11	14	15
ENSG00000168970	15	JMJD7-PLA2G4B	protein_coding	170	194	136	216	257	260
ENSG00000243708	15	PLA2G4B	protein_coding	21	17	12	14	21	12
ENSG00000137877	15	SPTBN5	protein_coding	89	80	63	53	66	71
ENSG00000103966	15	EHD4	protein_coding	899	818	664	1000	1256	1259
ENSG00000188089	15	PLA2G4E	protein_coding	0	1	1	0	0	0
ENSG00000159337	15	PLA2G4D	protein_coding	2	1	2	0	0	0
ENSG00000168907	15	PLA2G4F	protein_coding	0	0	0	1	1	1
ENSG00000166887	15	VPS39	protein_coding	3554	3348	3051	4141	4484	4359
ENSG00000103978	15	TMEM87A	protein_coding	894	781	798	781	819	867
ENSG00000214013	15	GANC	protein_coding	520	495	451	335	427	395
ENSG00000258461	15	AC012651.1	protein_coding	3	7	6	19	10	11
ENSG00000092529	15	CAPN3	protein_coding	6	4	3	23	4	4
ENSG00000103994	15	ZNF106	protein_coding	1812	1805	1691	1275	1774	1644
ENSG00000092531	15	SNAP23	protein_coding	252	222	206	404	515	474
ENSG00000285942	15	AC018362.3	protein_coding	0	0	0	0	0	0
ENSG00000180979	15	LRRC57	protein_coding	397	379	373	449	561	581
ENSG00000137814	15	HAUS2	protein_coding	693	598	612	392	574	607
ENSG00000159433	15	STARD9	protein_coding	1515	1480	1327	797	1680	1762
ENSG00000140326	15	CDAN1	protein_coding	814	832	693	560	777	655
ENSG00000128881	15	TTBK2	protein_coding	1272	1166	1110	961	1578	1333
ENSG00000159459	15	UBR1	protein_coding	1170	1076	1061	814	1195	1249
ENSG00000137842	15	TMEM62	protein_coding	370	332	329	323	352	348
ENSG00000166946	15	CCNDBP1	protein_coding	1052	943	981	1398	1296	1266
ENSG00000166947	15	EPB42	protein_coding	0	0	0	0	2	0
ENSG00000104055	15	TGM5	protein_coding	0	1	3	0	1	0
ENSG00000159495	15	TGM7	protein_coding	0	0	0	0	0	0
ENSG00000168806	15	LCMT2	protein_coding	720	712	654	366	596	563
ENSG00000168803	15	ADAL	protein_coding	462	374	371	385	489	450
ENSG00000140265	15	ZSCAN29	protein_coding	1539	1546	1327	965	1516	1270
ENSG00000137822	15	TUBGCP4	protein_coding	980	937	864	328	716	628
ENSG00000067369	15	TP53BP1	protein_coding	4107	3919	3680	2943	4030	3762
ENSG00000166963	15	MAP1A	protein_coding	2568	2446	2344	2717	3480	3235
ENSG00000168781	15	PPIP5K1	protein_coding	407	411	312	267	311	330
ENSG00000237289	15	CKMT1B	protein_coding	266	258	272	73	164	165
ENSG00000242866	15	STRC	protein_coding	8	10	10	9	4	4
ENSG00000284772	15	AC011330.3	protein_coding	1	0	0	0	0	0
ENSG00000166762	15	CATSPER2	protein_coding	141	156	115	67	101	117
ENSG00000223572	15	CKMT1A	protein_coding	209	204	187	44	118	114
ENSG00000167004	15	PDIA3	protein_coding	5038	4707	4744	12239	9517	9817
ENSG00000128886	15	ELL3	protein_coding	13	10	4	13	19	10
ENSG00000262560	15	AC018512.1	protein_coding	0	0	0	0	0	0
ENSG00000140264	15	SERF2	protein_coding	3290	2747	2558	5680	4525	4030
ENSG00000184716	15	SERINC4	protein_coding	0	0	0	0	0	0
ENSG00000242028	15	HYPK	protein_coding	52	59	50	85	82	104
ENSG00000140259	15	MFAP1	protein_coding	1568	1349	1353	1377	1662	1572
ENSG00000092470	15	WDR76	protein_coding	874	792	710	242	527	509
ENSG00000171877	15	FRMD5	protein_coding	432	384	314	271	320	302
ENSG00000166734	15	CASC4	protein_coding	2423	2069	2128	2853	2858	2643
ENSG00000137770	15	CTDSPL2	protein_coding	1412	1282	1357	760	1140	1083
ENSG00000104131	15	EIF3J	protein_coding	1651	1437	1531	1100	1581	1450
ENSG00000104133	15	SPG11	protein_coding	1743	1657	1489	1645	2141	2052
ENSG00000229474	15	PATL2	protein_coding	6	10	3	22	10	12
ENSG00000166710	15	B2M	protein_coding	4562	3869	3955	17333	8118	6139
ENSG00000185880	15	TRIM69	protein_coding	1085	1037	978	1026	1119	1081
ENSG00000167014	15	TERB2	protein_coding	0	0	0	0	0	0
ENSG00000140263	15	SORD	protein_coding	1509	1431	1253	821	1200	1151
ENSG00000140279	15	DUOX2	protein_coding	26	34	27	7	5	9
ENSG00000140274	15	DUOXA2	protein_coding	7	6	2	0	1	1
ENSG00000140254	15	DUOXA1	protein_coding	25	32	35	15	28	21
ENSG00000137857	15	DUOX1	protein_coding	287	315	262	216	494	490
ENSG00000138606	15	SHF	protein_coding	1036	1034	856	755	1394	1248
ENSG00000137860	15	SLC28A2	protein_coding	9	7	4	13	16	20
ENSG00000171766	15	GATM	protein_coding	143	160	133	169	325	339
ENSG00000171763	15	SPATA5L1	protein_coding	414	378	339	211	322	316
ENSG00000166920	15	C15orf48	protein_coding	3	1	0	1	1	0
ENSG00000104154	15	SLC30A4	protein_coding	234	221	211	315	315	316
ENSG00000104164	15	BLOC1S6	protein_coding	1581	1435	1536	1325	1572	1595
ENSG00000260170	15	AC090527.2	protein_coding	0	0	0	0	2	0
ENSG00000137767	15	SQOR	protein_coding	12	9	9	49	32	31
ENSG00000137872	15	SEMA6D	protein_coding	314	379	354	613	911	940
ENSG00000188467	15	SLC24A5	protein_coding	2	2	2	2	3	1
ENSG00000104177	15	MYEF2	protein_coding	4391	4517	4234	2384	4215	4377
ENSG00000233932	15	CTXN2	protein_coding	3	2	3	7	7	5
ENSG00000074803	15	SLC12A1	protein_coding	11	12	13	4	5	12
ENSG00000128951	15	DUT	protein_coding	2966	2782	2748	1684	2341	2365
ENSG00000166147	15	FBN1	protein_coding	3094	2748	2574	5195	4499	4025
ENSG00000103995	15	CEP152	protein_coding	776	772	738	246	538	530
ENSG00000185634	15	SHC4	protein_coding	63	80	61	93	78	79
ENSG00000255302	15	EID1	protein_coding	4254	3775	3745	4410	4257	4325
ENSG00000138593	15	SECISBP2L	protein_coding	1658	1491	1509	1376	1827	1746
ENSG00000166200	15	COPS2	protein_coding	1757	1469	1590	1259	1550	1505
ENSG00000156958	15	GALK2	protein_coding	237	219	187	187	257	250
ENSG00000166262	15	FAM227B	protein_coding	124	112	113	149	163	175
ENSG00000140285	15	FGF7	protein_coding	3	3	4	107	58	44
ENSG00000104047	15	DTWD1	protein_coding	525	463	453	526	597	609
ENSG00000104043	15	ATP8B4	protein_coding	5	3	4	10	6	5
ENSG00000140284	15	SLC27A2	protein_coding	34	46	45	13	48	29
ENSG00000140287	15	HDC	protein_coding	0	0	0	0	0	0
ENSG00000104064	15	GABPB1	protein_coding	641	545	525	275	410	396
ENSG00000138592	15	USP8	protein_coding	1384	1266	1251	1259	1581	1509
ENSG00000170236	15	USP50	protein_coding	0	0	1	0	0	2
ENSG00000092439	15	TRPM7	protein_coding	1393	1291	1240	809	1293	1193
ENSG00000138600	15	SPPL2A	protein_coding	729	654	663	632	712	712
ENSG00000081014	15	AP4E1	protein_coding	634	642	579	296	485	455
ENSG00000183578	15	TNFAIP8L3	protein_coding	1	1	1	3	5	1
ENSG00000137869	15	CYP19A1	protein_coding	0	0	0	0	0	0
ENSG00000186417	15	GLDN	protein_coding	10	10	8	0	0	0
ENSG00000104093	15	DMXL2	protein_coding	2104	1983	1788	859	1701	1659
ENSG00000104112	15	SCG3	protein_coding	3851	3269	3483	1119	1406	1722
ENSG00000140280	15	LYSMD2	protein_coding	296	248	235	203	171	147
ENSG00000128872	15	TMOD2	protein_coding	2125	2030	1947	833	1522	1565
ENSG00000138594	15	TMOD3	protein_coding	1702	1512	1527	1591	2014	1869
ENSG00000166477	15	LEO1	protein_coding	1434	1405	1363	729	1102	1043
ENSG00000069956	15	MAPK6	protein_coding	1727	1572	1635	1328	2014	1963
ENSG00000137875	15	BCL2L10	protein_coding	2	1	1	5	8	1
ENSG00000069966	15	GNB5	protein_coding	709	710	574	880	914	896
ENSG00000128833	15	MYO5C	protein_coding	174	208	189	183	363	357
ENSG00000197535	15	MYO5A	protein_coding	1667	1665	1637	449	1169	1249
ENSG00000128989	15	ARPP19	protein_coding	5745	4952	5412	4596	6365	6179
ENSG00000047346	15	FAM214A	protein_coding	529	508	422	495	539	541
ENSG00000169856	15	ONECUT1	protein_coding	1	4	1	0	2	1
ENSG00000166415	15	WDR72	protein_coding	1	0	0	0	1	0
ENSG00000137766	15	UNC13C	protein_coding	0	0	0	0	0	0
ENSG00000137876	15	RSL24D1	protein_coding	2571	2287	2404	1851	2402	2352
ENSG00000069974	15	RAB27A	protein_coding	365	295	276	427	381	387
ENSG00000225973	15	PIGBOS1	protein_coding	161	130	156	177	206	179
ENSG00000069943	15	PIGB	protein_coding	141	121	107	167	191	171
ENSG00000260916	15	CCPG1	protein_coding	256	225	226	552	499	438
ENSG00000261652	15	C15orf65	protein_coding	40	34	35	58	69	59
ENSG00000256061	15	DNAAF4	protein_coding	36	28	29	34	36	43
ENSG00000171016	15	PYGO1	protein_coding	428	407	377	259	420	399
ENSG00000166450	15	PRTG	protein_coding	664	598	573	538	944	889
ENSG00000069869	15	NEDD4	protein_coding	360	351	352	357	480	494
ENSG00000181827	15	RFX7	protein_coding	1755	1566	1589	916	1348	1310
ENSG00000151575	15	TEX9	protein_coding	259	197	205	214	255	224
ENSG00000138587	15	MNS1	protein_coding	168	200	205	88	172	165
ENSG00000137871	15	ZNF280D	protein_coding	528	462	433	431	543	551
ENSG00000285253	15	AC090517.4	protein_coding	2	0	1	1	0	4
ENSG00000140262	15	TCF12	protein_coding	3715	3526	3494	2513	3637	3073
ENSG00000128849	15	CGNL1	protein_coding	41	56	42	1118	778	1102
ENSG00000263155	15	MYZAP	protein_coding	13	13	9	22	39	34
ENSG00000137878	15	GCOM1	protein_coding	20	24	16	20	34	35
ENSG00000255529	15	POLR2M	protein_coding	571	498	534	481	545	492
ENSG00000128918	15	ALDH1A2	protein_coding	10	15	13	6	14	12
ENSG00000103569	15	AQP9	protein_coding	9	13	12	0	1	0
ENSG00000166035	15	LIPC	protein_coding	0	2	0	1	0	0
ENSG00000137845	15	ADAM10	protein_coding	1841	1608	1623	1646	1951	1719
ENSG00000128923	15	MINDY2	protein_coding	606	509	541	497	698	676
ENSG00000157450	15	RNF111	protein_coding	958	996	1006	958	1408	1366
ENSG00000137776	15	SLTM	protein_coding	3198	2879	2905	1960	2703	2789
ENSG00000157456	15	CCNB2	protein_coding	1228	1160	1221	375	703	608
ENSG00000157483	15	MYO1E	protein_coding	287	303	271	246	489	518
ENSG00000171989	15	LDHAL6B	protein_coding	0	2	0	0	0	0
ENSG00000157470	15	FAM81A	protein_coding	48	39	31	17	48	26
ENSG00000140297	15	GCNT3	protein_coding	2	0	3	6	1	8
ENSG00000140307	15	GTF2A2	protein_coding	1772	1537	1558	1689	2039	2084
ENSG00000140299	15	BNIP2	protein_coding	1707	1522	1603	1589	1788	1772
ENSG00000171956	15	FOXB1	protein_coding	0	0	0	0	0	0
ENSG00000182718	15	ANXA2	protein_coding	2395	2158	2087	6909	6713	6315
ENSG00000128915	15	ICE2	protein_coding	1370	1182	1185	884	1184	1143
ENSG00000069667	15	RORA	protein_coding	139	139	138	177	320	317
ENSG00000129003	15	VPS13C	protein_coding	2866	2714	2585	1838	2674	2592
ENSG00000198535	15	C2CD4A	protein_coding	0	2	2	0	3	0
ENSG00000205502	15	C2CD4B	protein_coding	4	2	5	3	4	7
ENSG00000171914	15	TLN2	protein_coding	1995	1762	1636	2531	3083	2739
ENSG00000140416	15	TPM1	protein_coding	3967	3137	2575	19830	11952	9461
ENSG00000103642	15	LACTB	protein_coding	235	212	203	426	442	357
ENSG00000185088	15	RPS27L	protein_coding	1772	1518	1513	2341	1542	1515
